receptor,ligand,seed,mode_rank,score_kcal_per_mol,pose_path
receptor_frame01750,ZINC000870248439,1,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed1.pdbqt
receptor_frame01750,ZINC000870248439,2,1,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,2,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,3,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,8,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,2,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed2.pdbqt
receptor_frame01750,ZINC000870248439,3,1,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,2,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,3,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,6,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,8,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,3,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed3.pdbqt
receptor_frame01750,ZINC000870248439,4,1,-7.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,2,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,3,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,6,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,7,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,4,9,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed4.pdbqt
receptor_frame01750,ZINC000870248439,5,1,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,2,-7.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,3,-7.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,4,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,5,-6.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,6,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,7,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,8,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC000870248439,5,9,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC000870248439__seed5.pdbqt
receptor_frame01750,ZINC001228612316,1,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,2,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,3,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,4,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,6,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,8,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,1,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed1.pdbqt
receptor_frame01750,ZINC001228612316,2,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,2,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,3,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,4,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,5,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,6,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,8,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,2,9,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed2.pdbqt
receptor_frame01750,ZINC001228612316,3,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,2,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,3,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,4,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,5,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,6,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,7,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,8,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,3,9,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed3.pdbqt
receptor_frame01750,ZINC001228612316,4,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,2,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,3,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,4,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,5,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,6,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,7,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,8,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,4,9,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed4.pdbqt
receptor_frame01750,ZINC001228612316,5,1,-6.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,2,-6.6,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,3,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,4,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,5,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,6,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,8,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01750,ZINC001228612316,5,9,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01750__ZINC001228612316__seed5.pdbqt
receptor_frame01991,ZINC000329563636,1,1,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,2,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,3,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,4,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,6,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,7,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,8,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,1,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed1.pdbqt
receptor_frame01991,ZINC000329563636,2,1,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,2,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,3,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,4,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,6,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,7,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,8,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,2,9,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed2.pdbqt
receptor_frame01991,ZINC000329563636,3,1,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,2,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,3,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,4,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,6,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,8,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,3,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed3.pdbqt
receptor_frame01991,ZINC000329563636,4,1,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,2,-6.5,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,3,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,4,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,5,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,6,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,8,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,4,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed4.pdbqt
receptor_frame01991,ZINC000329563636,5,1,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,2,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,3,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,4,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,6,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,7,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,8,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000329563636,5,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000329563636__seed5.pdbqt
receptor_frame01991,ZINC000543478179,1,1,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,2,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,3,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,4,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,5,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,6,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,7,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,8,-5.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,1,9,-5.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed1.pdbqt
receptor_frame01991,ZINC000543478179,2,1,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,2,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,3,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,4,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,5,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,6,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,7,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,8,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,2,9,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed2.pdbqt
receptor_frame01991,ZINC000543478179,3,1,-6.4,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,2,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,3,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,4,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,5,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,6,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,7,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,8,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,3,9,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed3.pdbqt
receptor_frame01991,ZINC000543478179,4,1,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,2,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,3,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,4,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,5,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,6,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,7,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,8,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,4,9,-5.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed4.pdbqt
receptor_frame01991,ZINC000543478179,5,1,-6.3,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,2,-6.2,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,3,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,4,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,5,-6.1,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,6,-6.0,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,7,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,8,-5.9,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
receptor_frame01991,ZINC000543478179,5,9,-5.8,/home/jd/Desktop/timp2/ensemble_docking/poses/receptor_frame01991__ZINC000543478179__seed5.pdbqt
