#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
877500,3509.9999999446472,-3629887.366192894,-3093242.771939445,299.86623910783965,50.3,3:05:55
880000,3519.999999944411,-3628581.5946025327,-3089427.6650597923,301.2684053532802,50.3,3:05:38
882500,3529.9999999441743,-3627648.4530618005,-3088386.779664697,301.3286104587462,50.3,3:05:21
885000,3539.999999943938,-3629345.013901023,-3090939.577206454,300.8501625576132,50.3,3:05:04
887500,3549.9999999437014,-3630057.836469732,-3092945.6699222075,300.127509130564,50.3,3:04:47
890000,3559.999999943465,-3628558.587374665,-3089783.192087345,301.05688800127126,50.3,3:04:30
892500,3569.9999999432284,-3627476.568839673,-3088064.8727259655,301.41244014470686,50.3,3:04:12
895000,3579.999999942992,-3626621.4026692193,-3087855.703415138,301.05147005231066,50.3,3:03:55
897500,3589.9999999427555,-3629103.186580429,-3089965.2164435037,301.25948755730974,50.3,3:03:38
900000,3599.999999942519,-3628939.2519511636,-3089909.315011116,301.19912077304787,50.3,3:03:21
902500,3609.9999999422826,-3630956.1761507355,-3091853.724286235,301.2396406588491,50.3,3:03:04
905000,3619.999999942046,-3625921.858292233,-3090142.9947141926,299.3824861650261,50.3,3:02:47
907500,3629.9999999418096,-3630279.647337146,-3088721.823711326,302.61165316687186,50.3,3:02:30
910000,3639.999999941573,-3627961.6701016054,-3088105.6116741747,301.6607408957894,50.3,3:02:13
912500,3649.9999999413367,-3627869.8816126585,-3089609.0399108846,300.7693657748864,50.3,3:01:56
915000,3659.9999999411,-3629381.897573132,-3089185.812994905,301.8507406910534,50.3,3:01:39
917500,3669.9999999408637,-3627717.5454778634,-3088103.1633652896,301.5256970168542,50.3,3:01:22
920000,3679.9999999406273,-3630471.324270172,-3091907.6852426957,300.93856284915586,50.3,3:01:05
922500,3689.999999940391,-3627290.7186837457,-3089497.6969074234,300.5079573807145,50.3,3:00:47
925000,3699.9999999401543,-3629604.594791392,-3092038.7095236247,300.3810380540058,50.3,3:00:30
927500,3709.999999939918,-3626914.745470533,-3090321.7338314774,299.8374157771899,50.3,3:00:13
930000,3719.9999999396814,-3628699.347925335,-3089586.8639986273,301.24524637405943,50.3,2:59:56
932500,3729.999999939445,-3631088.847514985,-3092938.332320769,300.70771753459945,50.3,2:59:39
935000,3739.9999999392085,-3633847.9443104137,-3096267.809873332,300.38900020411137,50.3,2:59:22
937500,3749.999999938972,-3631249.0860347264,-3092447.538323513,301.07150145136546,50.3,2:59:05
940000,3759.9999999387355,-3628464.5668886695,-3090589.002613499,300.5540804740264,50.3,2:58:48
942500,3769.999999938499,-3629593.4696053825,-3089440.083913329,301.8268814096068,50.3,2:58:30
945000,3779.9999999382626,-3629488.908015132,-3092091.1672668564,300.2870822679483,50.3,2:58:13
947500,3789.999999938026,-3628877.4481626786,-3090795.277701824,300.6695278679644,50.3,2:57:56
950000,3799.9999999377897,-3626587.4059658013,-3086204.3720875587,301.95520421141623,50.3,2:57:39
952500,3809.999999937553,-3626615.7610828187,-3086225.247108468,301.95938393913946,50.3,2:57:22
955000,3819.9999999373167,-3628108.92754207,-3089205.789261624,301.12826822447903,50.3,2:57:05
957500,3829.9999999370802,-3628833.1746931504,-3089624.836070534,301.29880805616864,50.3,2:56:48
960000,3839.999999936844,-3629228.1483567357,-3091270.916767833,300.59971453144385,50.3,2:56:31
962500,3849.9999999366073,-3630034.5349398796,-3090772.586968221,301.3287638855022,50.2,2:56:14
965000,3859.999999936371,-3625066.769129388,-3089043.1402744944,299.5192560939885,50.2,2:55:57
967500,3869.9999999361344,-3624313.288022112,-3085098.871934762,301.3022040216035,50.2,2:55:40
970000,3879.999999935898,-3628832.5263398476,-3088985.9828298036,301.6554241507357,50.2,2:55:23
972500,3889.9999999356614,-3627015.8615566455,-3085101.9802670055,302.8106110501684,50.2,2:55:06
975000,3899.999999935425,-3631615.76453894,-3092457.9307703506,301.27058695640164,50.2,2:54:49
977500,3909.9999999351885,-3625394.642425865,-3085707.9134416743,301.56612299809996,50.2,2:54:32
980000,3919.999999934952,-3629202.938952172,-3091978.0496692494,300.19049633492165,50.2,2:54:15
982500,3929.9999999347156,-3629901.0861168075,-3090155.58908065,301.5989614071919,50.2,2:53:57
985000,3939.999999934479,-3626703.41838165,-3086408.6046265783,301.90590857547375,50.2,2:53:40
987500,3949.9999999342426,-3630184.7056662906,-3090969.880800339,301.30243243888975,50.2,2:53:23
990000,3959.999999934006,-3629448.327939907,-3092270.9776786542,300.1639324828087,50.2,2:53:06
992500,3969.9999999337697,-3628127.540129509,-3088717.2592334356,301.41164934946937,50.2,2:52:49
995000,3979.999999933533,-3632133.271009393,-3092367.8243287164,301.6101088685425,50.2,2:52:32
997500,3989.9999999332967,-3628203.4568005875,-3089482.732670457,301.02633885483476,50.2,2:52:15
1000000,3999.9999999330603,-3627447.1334988438,-3088525.2202058667,301.1387593250271,50.2,2:51:58
1002500,4009.999999932824,-3625438.135956103,-3086476.2030601716,301.16112147673255,50.2,2:51:41
1005000,4019.9999999325873,-3628172.1515459605,-3088819.5584358545,301.3794145713577,50.2,2:51:23
1007500,4029.999999932351,-3629205.4237499423,-3089816.9555165423,301.3994608709291,50.2,2:51:06
1010000,4039.9999999321144,-3628778.0343567077,-3089967.550244862,301.0764949328566,50.2,2:50:49
1012500,4049.999999931878,-3627707.2338495385,-3090099.885312856,300.4042068973031,50.2,2:50:32
1015000,4059.9999999316415,-3627867.1946173925,-3090278.5068851653,300.3937796139379,50.2,2:50:15
1017500,4069.999999931405,-3627506.9752354324,-3087939.442866218,301.4995183196407,50.2,2:49:58
1020000,4079.9999999311685,-3629162.9995872453,-3089067.0015230216,301.7948143538441,50.2,2:49:41
1022500,4089.999999930932,-3629280.068722453,-3088832.5697186287,301.991226031013,50.2,2:49:24
1025000,4099.999999930696,-3627141.1192426085,-3087455.7716551605,301.56535110129846,50.2,2:49:07
1027500,4109.999999930459,-3629932.8729165066,-3091653.490990813,300.77972568026627,50.2,2:48:50
1030000,4119.999999930223,-3630611.2364761084,-3092478.240907336,300.69792791918417,50.2,2:48:32
1032500,4129.999999929986,-3628239.9636130873,-3090083.0802338766,300.71127594868705,50.2,2:48:15
1035000,4139.99999992975,-3627311.8258903828,-3088047.1918644807,301.330264798756,50.2,2:47:58
1037500,4149.999999929513,-3627946.529314967,-3085504.1738460576,303.10591182520665,50.2,2:47:41
1040000,4159.999999929277,-3629933.6921004932,-3090420.1453642608,301.4693522303861,50.2,2:47:24
1042500,4169.99999992904,-3630387.2098043915,-3091033.6553117316,301.3799517726525,50.2,2:47:07
1045000,4179.999999928804,-3631485.8509401884,-3092494.4951860392,301.1775623799521,50.2,2:46:50
1047500,4189.999999928567,-3628145.115840541,-3089522.684477499,300.9714148274359,50.2,2:46:33
1050000,4199.999999928331,-3626824.452588288,-3086014.600765952,302.1937015205285,50.2,2:46:15
